timestamp,frame_id,axes,buttons
1724595372361449084,joy,"-0.0257849283516407,0.34780338406562805,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595372361702682,joy,"-0.0257849283516407,0.5542048811912537,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595372368508840,joy,"-0.050553105771541595,0.5542048811912537,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595372368587592,joy,"-0.050553105771541595,0.7606063485145569,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595372377453316,joy,"-0.07532128691673279,0.7606063485145569,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595372377537432,joy,"-0.07532128691673279,0.9257275462150574,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595372385379493,joy,"-0.10834552347660065,0.9257275462150574,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595372386231278,joy,"-0.10834552347660065,1.0,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595372393540622,joy,"-0.13311371207237244,1.0,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595372400932519,joy,"-0.1661379486322403,1.0,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595372408677547,joy,"-0.18265005946159363,1.0,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595372417560772,joy,"-0.1909061223268509,1.0,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595372468028405,joy,"-0.1909061223268509,1.0,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595372497965844,joy,"-0.18265005946159363,1.0,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595372504873618,joy,"-0.11660158634185791,1.0,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595372506376665,joy,"-0.11660158634185791,0.5789730548858643,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595372513474234,joy,"-0.0,0.5789730548858643,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595372514535606,joy,"-0.0,-0.0,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595372566283782,joy,"-0.0,-0.0,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595372616795531,joy,"-0.0,-0.0,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595372669030486,joy,"-0.0,-0.0,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595372720241882,joy,"-0.0,-0.0,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595372770687900,joy,"-0.0,-0.0,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595372821964297,joy,"-0.0,-0.0,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595372872129790,joy,"-0.0,-0.0,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595372923324154,joy,"-0.0,-0.0,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595372973918821,joy,"-0.0,-0.0,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595373026371956,joy,"-0.0,-0.0,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595373078460866,joy,"-0.0,-0.0,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595373155333167,joy,"-0.0,-0.0,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595373155740934,joy,"-0.0,-0.0257849283516407,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595373162304432,joy,"-0.0,-0.13311371207237244,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595373169847946,joy,"-0.0,-0.24044248461723328,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595373177908812,joy,"-0.0,-0.3477712571620941,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595373185361231,joy,"-0.0,-0.4468439817428589,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595373194740454,joy,"-0.0,-0.5211485028266907,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595373201039103,joy,"-0.0,-0.5789409279823303,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595373208992728,joy,"-0.0,-0.6202212572097778,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595373217213025,joy,"-0.0,-0.6449894309043884,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595373224510337,joy,"-0.0,-0.6532454490661621,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595373234092219,joy,"-0.0,-0.669757604598999,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595373241465522,joy,"-0.0,-0.6780136227607727,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595373266020107,joy,"-0.0,-0.669757604598999,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595373288715390,joy,"-0.0,-0.6615015268325806,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595373338177172,joy,"-0.0,-0.6532454490661621,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595373354543753,joy,"-0.0,-0.63673335313797,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595373361322046,joy,"-0.0,-0.6202212572097778,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595373368272217,joy,"-0.0,-0.5954530239105225,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595373377221380,joy,"-0.0,-0.5376606583595276,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595373384656767,joy,"-0.0,-0.4633561074733734,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595373393965155,joy,"-0.0,-0.306490957736969,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595373401439397,joy,"-0.0,-0.0,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595373502444089,joy,"-0.0,-0.0,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595373557221170,joy,"-0.0,-0.0,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595373608668141,joy,"-0.0,-0.0,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595373659457914,joy,"-0.0,-0.0,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595373712203762,joy,"-0.0,-0.0,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595373764440591,joy,"-0.0,-0.0,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595373816004023,joy,"-0.0,-0.0,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595373868105276,joy,"-0.0,-0.0,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595373918939685,joy,"-0.0,-0.0,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595374020970853,joy,"-0.0,-0.0,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595374070864047,joy,"-0.0,-0.0,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595374170599808,joy,"-0.0,-0.0,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,1,0,0,0,0,0,0,0"
1724595374172623020,joy,"-0.0,-0.0,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,1,0,0,0,0,0,0,0"
1724595374174943059,joy,"-0.0,-0.0,-0.0,0.5542048811912537,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,1,0,0,0,0,0,0,0"
1724595374178287023,joy,"-0.0,-0.0,-0.0,0.05058523267507553,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,1,0,0,0,0,0,0,0"
1724595374185512562,joy,"-0.0,-0.0,-0.0,-0.3973076045513153,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,1,0,0,0,0,0,0,0"
1724595374193824162,joy,"-0.0,-0.0,-0.0,-1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,1,0,0,0,0,0,0,0"
1724595374245283008,joy,"-0.0,-0.0,-0.0,-1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,1,0,0,0,0,0,0,0"
1724595374297968176,joy,"-0.0,-0.0,-0.0,-1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,1,0,0,0,0,0,0,0"
1724595374348677321,joy,"-0.0,-0.0,-0.0,-1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,1,0,0,0,0,0,0,0"
1724595374400348671,joy,"-0.0,-0.0,-0.0,-1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,1,0,0,0,0,0,0,0"
1724595374454324955,joy,"-0.0,-0.0,-0.0,-1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,1,0,0,0,0,0,0,0"
1724595374507395859,joy,"-0.0,-0.0,-0.0,-1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,1,0,0,0,0,0,0,0"
1724595374560228738,joy,"-0.0,-0.0,-0.0,-1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,1,0,0,0,0,0,0,0"
1724595374612521452,joy,"-0.0,-0.0,-0.0,-1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,1,0,0,0,0,0,0,0"
1724595374663611125,joy,"-0.0,-0.0,-0.0,-1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,1,0,0,0,0,0,0,0"
1724595374715513676,joy,"-0.0,-0.0,-0.0,-1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,1,0,0,0,0,0,0,0"
1724595374767393101,joy,"-0.0,-0.0,-0.0,-1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,1,0,0,0,0,0,0,0"
1724595374820701457,joy,"-0.0,-0.0,-0.0,-1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,1,0,0,0,0,0,0,0"
1724595374874611178,joy,"-0.0,-0.0,-0.0,-1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,1,0,0,0,0,0,0,0"
1724595374928727152,joy,"-0.0,-0.0,-0.0,-1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,1,0,0,0,0,0,0,0"
1724595374981885766,joy,"-0.0,-0.0,-0.0,-1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,1,0,0,0,0,0,0,0"
1724595375034004674,joy,"-0.0,-0.0,-0.0,-1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,1,0,0,0,0,0,0,0"
1724595375089424523,joy,"-0.0,-0.0,-0.0,-1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,1,0,0,0,0,0,0,0"
1724595375105537193,joy,"-0.0,-0.0,-0.0,-0.966975748538971,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,1,0,0,0,0,0,0,0"
1724595375113160448,joy,"-0.0,-0.0,-0.0,-0.8761590719223022,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,1,0,0,0,0,0,0,0"
1724595375121093916,joy,"-0.0,-0.0,-0.0,-0.7358060479164124,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,1,0,0,0,0,0,0,0"
1724595375129521924,joy,"-0.0,-0.0,-0.0,-0.5294045805931091,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,1,0,0,0,0,0,0,0"
1724595375137431381,joy,"-0.0,-0.0,-0.0,-0.2982349097728729,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,1,0,0,0,0,0,0,0"
1724595375145358235,joy,"-0.0,-0.0,-0.0,-0.034040987491607666,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,1,0,0,0,0,0,0,0"
1724595375153094304,joy,"-0.0,-0.0,-0.0,0.15791401267051697,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,1,0,0,0,0,0,0,0"
1724595375161003293,joy,"-0.0,-0.0,-0.0,0.4221079349517822,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,1,0,0,0,0,0,0,0"
1724595375169895892,joy,"-0.0,-0.0,-0.0,0.6863018274307251,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,1,0,0,0,0,0,0,0"
1724595375178510414,joy,"-0.0,-0.0,-0.0,0.8844472765922546,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,1,0,0,0,0,0,0,0"
1724595375186032156,joy,"-0.0,-0.0,-0.0,0.8844472765922546,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595375186116793,joy,"-0.0,-0.0,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595375236354054,joy,"-0.0,-0.0,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595375287829149,joy,"-0.0,-0.0,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595375338336518,joy,"-0.0,-0.0,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595375345480390,joy,"-0.0,0.017560992389917374,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595375353415994,joy,"-0.0,0.06709735095500946,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595375360831328,joy,"-0.0,0.09186553210020065,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595375368645784,joy,"-0.0,0.11663371324539185,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595375377305827,joy,"-0.0,0.13314582407474518,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595375384553294,joy,"-0.0,0.15791401267051697,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595375394337784,joy,"-0.0,0.18268218636512756,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595375400649505,joy,"-0.0,0.1991943120956421,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595375409986643,joy,"-0.0,0.23221854865550995,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595375417510105,joy,"-0.0,0.25698673725128174,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595375424924346,joy,"-0.0,0.2652427852153778,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595375433672932,joy,"-0.0,0.2734988331794739,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595375451610372,joy,"-0.0,0.28175491094589233,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595375456999631,joy,"-0.0,0.2900109589099884,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595375465671966,joy,"-0.0,0.30652308464050293,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595375480753785,joy,"-0.0,0.314779132604599,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595375505116179,joy,"-0.0,0.30652308464050293,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595375521393903,joy,"-0.0,0.29826703667640686,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595375537902830,joy,"-0.0,0.30652308464050293,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595375625037177,joy,"-0.0,0.29826703667640686,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595375649833641,joy,"-0.0,0.2900109589099884,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595375656848239,joy,"-0.0,0.28175491094589233,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595375664748009,joy,"-0.0,0.2734988331794739,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595375680693489,joy,"-0.0,0.2652427852153778,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595375704696710,joy,"-0.0,0.25698673725128174,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595375713735770,joy,"-0.0,0.2404746115207672,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595375728274871,joy,"-0.0,0.22396248579025269,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595375737252732,joy,"-0.0,0.20745036005973816,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595375745254431,joy,"-0.0,0.1991943120956421,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595375777055701,joy,"-0.0,0.19093824923038483,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595375785073650,joy,"-0.0,0.18268218636512756,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595375801950812,joy,"-0.0,0.1744261234998703,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595375817150342,joy,"-0.0,0.16617007553577423,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595375833707498,joy,"-0.0,0.15791401267051697,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595375858200936,joy,"-0.0,0.14140188694000244,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1724595375865063292,joy,"-0.0,0.14140188694000244,-0.0,1.0,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,1,0,0,0,0,0,0,0"
1724595375865792627,joy,"-0.0,0.14140188694000244,-0.0,0.8844472765922546,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,1,0,0,0,0,0,0,0"
1724595375874524963,joy,"-0.0,0.13314582407474518,-0.0,0.8844472765922546,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,1,0,0,0,0,0,0,0"
1724595375874638663,joy,"-0.0,0.13314582407474518,-0.0,0.653277575969696,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,1,0,0,0,0,0,0,0"
1724595375881998476,joy,"-0.0,0.13314582407474518,-0.0,0.4221079349517822,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,1,0,0,0,0,0,0,0"
1724595375890080124,joy,"-0.0,0.12488976866006851,-0.0,0.4221079349517822,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,1,0,0,0,0,0,0,0"
1724595375890244710,joy,"-0.0,0.12488976866006851,-0.0,0.18268218636512756,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,1,0,0,0,0,0,0,0"
1724595375898039009,joy,"-0.0,0.10837765038013458,-0.0,0.18268218636512756,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,1,0,0,0,0,0,0,0"
1724595375898106719,joy,"-0.0,0.10837765038013458,-0.0,0.009304932318627834,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,1,0,0,0,0,0,0,0"
1724595375905142620,joy,"-0.0,0.08360946923494339,-0.0,0.009304932318627834,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,1,0,0,0,0,0,0,0"
1724595375905828881,joy,"-0.0,0.08360946923494339,-0.0,-0.034040987491607666,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,1,0,0,0,0,0,0,0"
1724595375914310640,joy,"-0.0,0.06709735095500946,-0.0,-0.034040987491607666,1.0,-0.0,0.0,0.0","0,0,0,0,0,0,1,0,0,0,0,0,0,0"
