timestamp,linear_x,linear_y,linear_z,angular_x,angular_y,angular_z
1724595373224924719,-0.6532454490661621,-0.0,0.0,0.0,0.0,0.0
1724595373234372067,-0.669757604598999,-0.0,0.0,0.0,0.0,0.0
1724595373241726151,-0.6780136227607727,-0.0,0.0,0.0,0.0,0.0
1724595373266123286,-0.669757604598999,-0.0,0.0,0.0,0.0,0.0
1724595373289136908,-0.6615015268325806,-0.0,0.0,0.0,0.0,0.0
1724595373338808537,-0.6532454490661621,-0.0,0.0,0.0,0.0,0.0
1724595373355007199,-0.63673335313797,-0.0,0.0,0.0,0.0,0.0
1724595373362038829,-0.6202212572097778,-0.0,0.0,0.0,0.0,0.0
1724595373368653577,-0.5954530239105225,-0.0,0.0,0.0,0.0,0.0
1724595373377521697,-0.5376606583595276,-0.0,0.0,0.0,0.0,0.0
1724595373385008700,-0.4633561074733734,-0.0,0.0,0.0,0.0,0.0
1724595373393921300,-0.306490957736969,-0.0,0.0,0.0,0.0,0.0
1724595373401831748,-0.0,-0.0,0.0,0.0,0.0,0.0
1724595373503594682,-0.0,-0.0,0.0,0.0,0.0,0.0
1724595373557460184,-0.0,-0.0,0.0,0.0,0.0,0.0
1724595373608995907,-0.0,-0.0,0.0,0.0,0.0,0.0
1724595373660570433,-0.0,-0.0,0.0,0.0,0.0,0.0
1724595373713378782,-0.0,-0.0,0.0,0.0,0.0,0.0
1724595373765471806,-0.0,-0.0,0.0,0.0,0.0,0.0
1724595373817230450,-0.0,-0.0,0.0,0.0,0.0,0.0
1724595373869030709,-0.0,-0.0,0.0,0.0,0.0,0.0
1724595373919607770,-0.0,-0.0,0.0,0.0,0.0,0.0
1724595374022741612,-0.0,-0.0,0.0,0.0,0.0,0.0
1724595374071558746,-0.0,-0.0,0.0,0.0,0.0,0.0
1724595374174803682,-0.0,-0.0,0.0,0.0,0.0,0.0
1724595374175106760,-0.0,-0.0,0.0,0.0,0.0,0.0
1724595374176065110,-0.0,-0.0,0.0,0.0,0.0,0.44579511880874634
1724595374178925627,-0.0,-0.0,0.0,0.0,0.0,0.9494147896766663
1724595374185989810,-0.0,-0.0,0.0,0.0,0.0,1.3973076343536377
1724595374193967602,-0.0,-0.0,0.0,0.0,0.0,2.0
1724595374245883851,-0.0,-0.0,0.0,0.0,0.0,2.0
1724595374299256792,-0.0,-0.0,0.0,0.0,0.0,2.0
1724595374349849008,-0.0,-0.0,0.0,0.0,0.0,2.0
1724595374400941597,-0.0,-0.0,0.0,0.0,0.0,2.0
1724595374458270907,-0.0,-0.0,0.0,0.0,0.0,2.0
1724595374508728173,-0.0,-0.0,0.0,0.0,0.0,2.0
1724595374561338184,-0.0,-0.0,0.0,0.0,0.0,2.0
1724595374613811266,-0.0,-0.0,0.0,0.0,0.0,2.0
1724595374666147470,-0.0,-0.0,0.0,0.0,0.0,2.0
1724595374715958683,-0.0,-0.0,0.0,0.0,0.0,2.0
1724595374769373604,-0.0,-0.0,0.0,0.0,0.0,2.0
1724595374821746788,-0.0,-0.0,0.0,0.0,0.0,2.0
1724595374875861303,-0.0,-0.0,0.0,0.0,0.0,2.0
1724595374929068668,-0.0,-0.0,0.0,0.0,0.0,2.0
1724595374983878821,-0.0,-0.0,0.0,0.0,0.0,2.0
1724595375035134068,-0.0,-0.0,0.0,0.0,0.0,2.0
1724595375090805901,-0.0,-0.0,0.0,0.0,0.0,2.0
1724595375106217621,-0.0,-0.0,0.0,0.0,0.0,1.9669756889343262
1724595375113401337,-0.0,-0.0,0.0,0.0,0.0,1.8761590719223022
1724595375121284284,-0.0,-0.0,0.0,0.0,0.0,1.7358059883117676
1724595375129834533,-0.0,-0.0,0.0,0.0,0.0,1.529404640197754
1724595375137749460,-0.0,-0.0,0.0,0.0,0.0,1.2982349395751953
1724595375145617719,-0.0,-0.0,0.0,0.0,0.0,1.034040927886963
1724595375153357225,-0.0,-0.0,0.0,0.0,0.0,0.8420859575271606
1724595375161264443,-0.0,-0.0,0.0,0.0,0.0,0.5778920650482178
1724595375170186730,-0.0,-0.0,0.0,0.0,0.0,0.3136981725692749
1724595375178595623,-0.0,-0.0,0.0,0.0,0.0,0.11555272340774536
1724595375186098824,-0.0,-0.0,0.0,0.0,0.0,0.11555272340774536
1724595375186147939,-0.0,-0.0,0.0,0.0,0.0,0.0
1724595375236474733,-0.0,-0.0,0.0,0.0,0.0,0.0
1724595375288249364,-0.0,-0.0,0.0,0.0,0.0,0.0
1724595375339714042,-0.0,-0.0,0.0,0.0,0.0,0.0
1724595375345700237,0.017560992389917374,-0.0,0.0,0.0,0.0,0.0
1724595375353755999,0.06709735095500946,-0.0,0.0,0.0,0.0,0.0
1724595375361103208,0.09186553210020065,-0.0,0.0,0.0,0.0,0.0
1724595375369110427,0.11663371324539185,-0.0,0.0,0.0,0.0,0.0
1724595375377530935,0.13314582407474518,-0.0,0.0,0.0,0.0,0.0
1724595375384868352,0.15791401267051697,-0.0,0.0,0.0,0.0,0.0
1724595375394277001,0.18268218636512756,-0.0,0.0,0.0,0.0,0.0
1724595375400977532,0.1991943120956421,-0.0,0.0,0.0,0.0,0.0
1724595375409944716,0.23221854865550995,-0.0,0.0,0.0,0.0,0.0
1724595375418302254,0.25698673725128174,-0.0,0.0,0.0,0.0,0.0
1724595375424902626,0.2652427852153778,-0.0,0.0,0.0,0.0,0.0
1724595375433859498,0.2734988331794739,-0.0,0.0,0.0,0.0,0.0
1724595375452022619,0.28175491094589233,-0.0,0.0,0.0,0.0,0.0
1724595375457333387,0.2900109589099884,-0.0,0.0,0.0,0.0,0.0
1724595375465573318,0.30652308464050293,-0.0,0.0,0.0,0.0,0.0
1724595375481169521,0.314779132604599,-0.0,0.0,0.0,0.0,0.0
1724595375505484102,0.30652308464050293,-0.0,0.0,0.0,0.0,0.0
1724595375521808650,0.29826703667640686,-0.0,0.0,0.0,0.0,0.0
1724595375538493153,0.30652308464050293,-0.0,0.0,0.0,0.0,0.0
1724595375625380204,0.29826703667640686,-0.0,0.0,0.0,0.0,0.0
1724595375650004269,0.2900109589099884,-0.0,0.0,0.0,0.0,0.0
1724595375657095483,0.28175491094589233,-0.0,0.0,0.0,0.0,0.0
1724595375664945669,0.2734988331794739,-0.0,0.0,0.0,0.0,0.0
1724595375680906982,0.2652427852153778,-0.0,0.0,0.0,0.0,0.0
1724595375704854368,0.25698673725128174,-0.0,0.0,0.0,0.0,0.0
1724595375714051296,0.2404746115207672,-0.0,0.0,0.0,0.0,0.0
1724595375728439041,0.22396248579025269,-0.0,0.0,0.0,0.0,0.0
1724595375737751959,0.20745036005973816,-0.0,0.0,0.0,0.0,0.0
1724595375745638292,0.1991943120956421,-0.0,0.0,0.0,0.0,0.0
1724595375777530605,0.19093824923038483,-0.0,0.0,0.0,0.0,0.0
1724595375785452667,0.18268218636512756,-0.0,0.0,0.0,0.0,0.0
1724595375802344204,0.1744261234998703,-0.0,0.0,0.0,0.0,0.0
1724595375817516389,0.16617007553577423,-0.0,0.0,0.0,0.0,0.0
1724595375833657706,0.15791401267051697,-0.0,0.0,0.0,0.0,0.0
1724595375858325209,0.14140188694000244,-0.0,0.0,0.0,0.0,0.0
1724595375865479914,0.14140188694000244,-0.0,0.0,0.0,0.0,0.0
1724595375866295709,0.14140188694000244,-0.0,0.0,0.0,0.0,0.11555272340774536
1724595375874624705,0.13314582407474518,-0.0,0.0,0.0,0.0,0.11555272340774536
1724595375874673716,0.13314582407474518,-0.0,0.0,0.0,0.0,0.34672242403030396
1724595375881956340,0.13314582407474518,-0.0,0.0,0.0,0.0,0.5778920650482178
1724595375890872533,0.12488976866006851,-0.0,0.0,0.0,0.0,0.5778920650482178
1724595375890940399,0.12488976866006851,-0.0,0.0,0.0,0.0,0.8173178434371948
1724595375898023749,0.10837765038013458,-0.0,0.0,0.0,0.0,0.8173178434371948
1724595375898090156,0.10837765038013458,-0.0,0.0,0.0,0.0,0.990695059299469
1724595375905573877,0.08360946923494339,-0.0,0.0,0.0,0.0,0.990695059299469
1724595375906027999,0.08360946923494339,-0.0,0.0,0.0,0.0,1.034040927886963
1724595375914266994,0.06709735095500946,-0.0,0.0,0.0,0.0,1.034040927886963
1724595375914362100,0.06709735095500946,-0.0,0.0,0.0,0.0,1.1743940114974976
1724595375922109054,0.0340731106698513,-0.0,0.0,0.0,0.0,1.1743940114974976
1724595375922859171,0.0340731106698513,-0.0,0.0,0.0,0.0,1.3230030536651611
1724595375931021914,0.001048872945830226,-0.0,0.0,0.0,0.0,1.3230030536651611
1724595375931057748,0.001048872945830226,-0.0,0.0,0.0,0.0,1.4138197898864746
1724595375937528223,-0.0,-0.0,0.0,0.0,0.0,1.4138197898864746
1724595375938253860,-0.0,-0.0,0.0,0.0,0.0,1.49638032913208
1724595375944909859,-0.0,-0.0,0.0,0.0,0.0,1.6119651794433594
1724595375953379690,-0.0,-0.0,0.0,0.0,0.0,1.7358059883117676
1724595375961560038,-0.0,-0.0,0.0,0.0,0.0,1.760574221611023
1724595375970577327,-0.0,-0.0,0.0,0.0,0.0,1.8183666467666626
1724595375977312650,-0.0,-0.0,0.0,0.0,0.0,1.8513908386230469
1724595375985093928,-0.0,-0.0,0.0,0.0,0.0,1.8761590719223022
1724595376035630672,-0.0,-0.0,0.0,0.0,0.0,1.8761590719223022
1724595376050898796,-0.0,-0.0,0.0,0.0,0.0,1.8513908386230469
1724595376058159649,-0.0,-0.0,0.0,0.0,0.0,1.8183666467666626
1724595376081192905,-0.0,-0.0,0.0,0.0,0.0,1.7935984134674072
1724595376132713624,-0.0,-0.0,0.0,0.0,0.0,1.7935984134674072
1724595376146113851,-0.0,-0.0,0.0,0.0,0.0,1.760574221611023
1724595376154241125,-0.0,-0.0,0.0,0.0,0.0,1.7358059883117676
1724595376169680450,-0.0,-0.0,0.0,0.0,0.0,1.7027819156646729
1724595376185553896,-0.0,-0.0,0.0,0.0,0.0,1.678013563156128
1724595376220167974,-0.0,-0.0,0.0,0.0,0.0,1.6449894905090332
1724595376242429290,-0.0,-0.0,0.0,0.0,0.0,1.6119651794433594
1724595376265424576,-0.0,-0.0,0.0,0.0,0.0,1.5871970653533936
1724595376290614588,-0.0,-0.0,0.0,0.0,0.0,1.5541727542877197
1724595376298324094,-0.0,-0.0,0.0,0.0,0.0,1.529404640197754
1724595376304862278,-0.0,-0.0,0.0,0.0,0.0,1.49638032913208
1724595376338352951,-0.0,-0.0,0.0,0.0,0.0,1.4716122150421143
1724595376393282009,-0.0,-0.0,0.0,0.0,0.0,1.4716122150421143
1724595376403190511,-0.0,-0.0,0.0,0.0,0.0,1.4385879039764404
1724595376410789338,-0.0,-0.0,0.0,0.0,0.0,1.4716122150421143
1724595376418611606,-0.0,-0.0,0.0,0.0,0.0,1.4385879039764404
1724595376434292445,0.001048872945830226,-0.0,0.0,0.0,0.0,1.4385879039764404
1724595376444256365,0.009304932318627834,-0.0,0.0,0.0,0.0,1.4385879039764404
1724595376450717985,0.02581705152988434,-0.0,0.0,0.0,0.0,1.4385879039764404
1724595376457815814,0.0340731106698513,-0.0,0.0,0.0,0.0,1.4385879039764404
1724595376459512665,0.0340731106698513,-0.0,0.0,0.0,0.0,1.4138197898864746
1724595376465185574,0.042329173535108566,-0.0,0.0,0.0,0.0,1.4138197898864746
1724595376474201977,0.05058523267507553,-0.0,0.0,0.0,0.0,1.4138197898864746
1724595376480905320,0.058841291815042496,-0.0,0.0,0.0,0.0,1.4138197898864746
1724595376490341002,0.06709735095500946,-0.0,0.0,0.0,0.0,1.4138197898864746
1724595376505077294,0.07535341382026672,-0.0,0.0,0.0,0.0,1.4138197898864746
1724595376521638825,0.08360946923494339,-0.0,0.0,0.0,0.0,1.4138197898864746
1724595376538301191,0.09186553210020065,-0.0,0.0,0.0,0.0,1.4138197898864746
1724595376569953448,0.09186553210020065,-0.0,0.0,0.0,0.0,1.3807954788208008
1724595376577710351,0.09186553210020065,-0.0,0.0,0.0,0.0,1.4138197898864746
1724595376599634525,0.09186553210020065,-0.0,0.0,0.0,0.0,1.3807954788208008
1724595376610263247,0.09186553210020065,-0.0,0.0,0.0,0.0,1.4138197898864746
1724595376627502499,0.09186553210020065,-0.0,0.0,0.0,0.0,1.3807954788208008
1724595376634543868,0.09186553210020065,-0.0,0.0,0.0,0.0,1.4138197898864746
1724595376641902118,0.10012158751487732,-0.0,0.0,0.0,0.0,1.4138197898864746
1724595376650629766,0.10012158751487732,-0.0,0.0,0.0,0.0,1.4385879039764404
1724595376665434810,0.10837765038013458,-0.0,0.0,0.0,0.0,1.4385879039764404
1724595376665552208,0.10837765038013458,-0.0,0.0,0.0,0.0,1.4138197898864746
1724595376723089070,0.11663371324539185,-0.0,0.0,0.0,0.0,1.4138197898864746
1724595376723185426,0.11663371324539185,-0.0,0.0,0.0,0.0,1.3807954788208008
1724595376745460336,0.11663371324539185,-0.0,0.0,0.0,0.0,1.4138197898864746
1724595376753967980,0.11663371324539185,-0.0,0.0,0.0,0.0,1.3807954788208008
1724595376807647486,0.11663371324539185,-0.0,0.0,0.0,0.0,1.3807954788208008
1724595376811098014,0.12488976866006851,-0.0,0.0,0.0,0.0,1.3807954788208008
1724595376825445757,0.12488976866006851,-0.0,0.0,0.0,0.0,1.356027364730835
1724595376842175469,0.12488976866006851,-0.0,0.0,0.0,0.0,1.3807954788208008
1724595376866015926,0.13314582407474518,-0.0,0.0,0.0,0.0,1.3807954788208008
1724595376898991069,0.13314582407474518,-0.0,0.0,0.0,0.0,1.356027364730835
1724595376906876203,0.14140188694000244,-0.0,0.0,0.0,0.0,1.356027364730835
1724595376957280601,0.14140188694000244,-0.0,0.0,0.0,0.0,1.356027364730835
1724595376963186847,0.14140188694000244,-0.0,0.0,0.0,0.0,1.3230030536651611
1724595376978969511,0.14140188694000244,-0.0,0.0,0.0,0.0,1.356027364730835
1724595376994366440,0.1496579498052597,-0.0,0.0,0.0,0.0,1.356027364730835
1724595377002007299,0.1496579498052597,-0.0,0.0,0.0,0.0,1.3230030536651611
1724595377044279891,0.15791401267051697,-0.0,0.0,0.0,0.0,1.3230030536651611
1724595377044536926,0.15791401267051697,-0.0,0.0,0.0,0.0,1.356027364730835
1724595377050789272,0.15791401267051697,-0.0,0.0,0.0,0.0,1.3230030536651611
1724595377099181499,0.16617007553577423,-0.0,0.0,0.0,0.0,1.3230030536651611
1724595377114209515,0.15791401267051697,-0.0,0.0,0.0,0.0,1.3230030536651611
1724595377149222140,0.15791401267051697,-0.0,0.0,0.0,0.0,1.2982349395751953
1724595377154963748,0.15791401267051697,-0.0,0.0,0.0,0.0,1.3230030536651611
1724595377170609013,0.16617007553577423,-0.0,0.0,0.0,0.0,1.3230030536651611
1724595377170702713,0.16617007553577423,-0.0,0.0,0.0,0.0,1.2982349395751953
1724595377185780989,0.16617007553577423,-0.0,0.0,0.0,0.0,1.3230030536651611
1724595377194319103,0.16617007553577423,-0.0,0.0,0.0,0.0,1.2982349395751953
1724595377201545007,0.16617007553577423,-0.0,0.0,0.0,0.0,1.2321864366531372
1724595377210491148,0.16617007553577423,-0.0,0.0,0.0,0.0,1.2074182033538818
1724595377218113413,0.16617007553577423,-0.0,0.0,0.0,0.0,1.1496257781982422
1724595377225827814,0.16617007553577423,-0.0,0.0,0.0,0.0,1.0588091611862183
1724595377235272089,0.16617007553577423,-0.0,0.0,0.0,0.0,1.0
1724595377241937254,0.16617007553577423,-0.0,0.0,0.0,0.0,0.9576708078384399
1724595377250635631,0.15791401267051697,-0.0,0.0,0.0,0.0,0.9576708078384399
1724595377251297986,0.15791401267051697,-0.0,0.0,0.0,0.0,0.8173178434371948
1724595377257324338,0.16617007553577423,-0.0,0.0,0.0,0.0,0.8173178434371948
1724595377258721081,0.16617007553577423,-0.0,0.0,0.0,0.0,0.6356844902038574
1724595377265565937,0.1744261234998703,-0.0,0.0,0.0,0.0,0.6356844902038574
1724595377265656042,0.1744261234998703,-0.0,0.0,0.0,0.0,0.4623072147369385
1724595377274582860,0.1744261234998703,-0.0,0.0,0.0,0.0,0.23113757371902466
1724595377281882880,0.16617007553577423,-0.0,0.0,0.0,0.0,0.23113757371902466
1724595377281966371,0.16617007553577423,-0.0,0.0,0.0,0.0,0.23113757371902466
1724595377282798468,0.16617007553577423,-0.0,0.0,0.0,0.0,0.0
1724595377297860964,0.1744261234998703,-0.0,0.0,0.0,0.0,0.0
1724595377313931132,0.16617007553577423,-0.0,0.0,0.0,0.0,0.0
1724595377321105941,0.15791401267051697,-0.0,0.0,0.0,0.0,0.0
1724595377330043385,0.16617007553577423,-0.0,0.0,0.0,0.0,0.0
1724595377345458907,0.15791401267051697,-0.0,0.0,0.0,0.0,0.0
1724595377396237737,0.15791401267051697,-0.0,0.0,0.0,0.0,0.0
1724595377402805088,0.16617007553577423,-0.0,0.0,0.0,0.0,0.0
1724595377411262888,0.15791401267051697,-0.0,0.0,0.0,0.0,0.0
1724595377425297969,0.16617007553577423,-0.0,0.0,0.0,0.0,0.0
1724595377458843070,0.15791401267051697,-0.0,0.0,0.0,0.0,0.0
1724595377482515398,0.1496579498052597,-0.0,0.0,0.0,0.0,0.0
1724595377536241258,0.1496579498052597,-0.0,0.0,0.0,0.0,0.0
1724595377592926907,0.1496579498052597,-0.0,0.0,0.0,0.0,0.0
1724595377603591567,0.14140188694000244,-0.0,0.0,0.0,0.0,0.0
1724595377610297045,0.1496579498052597,-0.0,0.0,0.0,0.0,0.0
1724595377668258081,0.14140188694000244,-0.0,0.0,0.0,0.0,0.0
1724595377723073177,0.14140188694000244,-0.0,0.0,0.0,0.0,0.0
1724595377731653896,0.13314582407474518,-0.0,0.0,0.0,0.0,0.0
1724595377754703922,0.14140188694000244,-0.0,0.0,0.0,0.0,0.0
1724595377761453724,0.13314582407474518,-0.0,0.0,0.0,0.0,0.0
1724595377777876399,0.14140188694000244,-0.0,0.0,0.0,0.0,0.0
1724595377802363429,0.13314582407474518,-0.0,0.0,0.0,0.0,0.0
1724595377851929374,0.13314582407474518,-0.0,0.0,0.0,0.0,0.0
1724595377854597857,0.13314582407474518,-0.0,0.0,0.0,0.0,0.0
1724595377857733639,0.13314582407474518,-0.0,0.0,0.0,0.0,-0.04950428009033203
1724595377858746365,0.14140188694000244,-0.0,0.0,0.0,0.0,-0.04950428009033203
1724595377858846054,0.14140188694000244,-0.0,0.0,0.0,0.0,-0.1981133222579956
1724595377878743475,0.14140188694000244,-0.0,0.0,0.0,0.0,-0.39625877141952515
1724595377879692918,0.13314582407474518,-0.0,0.0,0.0,0.0,-0.39625877141952515
1724595377880586318,0.13314582407474518,-0.0,0.0,0.0,0.0,-0.5944042205810547
1724595377880927522,0.13314582407474518,-0.0,0.0,0.0,0.0,-0.8998783826828003
1724595377891453169,0.13314582407474518,-0.0,0.0,0.0,0.0,-1.1413698196411133
1724595377898206722,0.13314582407474518,-0.0,0.0,0.0,0.0,-1.5954530239105225
1724595377905088817,0.13314582407474518,-0.0,0.0,0.0,0.0,-2.0
1724595377957028657,0.13314582407474518,-0.0,0.0,0.0,0.0,-2.0
1724595377962319788,0.12488976866006851,-0.0,0.0,0.0,0.0,-2.0
1724595378015153757,0.12488976866006851,-0.0,0.0,0.0,0.0,-2.0
1724595378034208507,0.11663371324539185,-0.0,0.0,0.0,0.0,-2.0
1724595378051287390,0.12488976866006851,-0.0,0.0,0.0,0.0,-2.0
1724595378081876242,0.11663371324539185,-0.0,0.0,0.0,0.0,-2.0
1724595378091154316,0.12488976866006851,-0.0,0.0,0.0,0.0,-2.0
1724595378105831544,0.11663371324539185,-0.0,0.0,0.0,0.0,-2.0
1724595378121683687,0.12488976866006851,-0.0,0.0,0.0,0.0,-2.0
1724595378138299333,0.11663371324539185,-0.0,0.0,0.0,0.0,-2.0
1724595378145740605,0.12488976866006851,-0.0,0.0,0.0,0.0,-2.0
1724595378171366091,0.11663371324539185,-0.0,0.0,0.0,0.0,-2.0
1724595378178047819,0.10837765038013458,-0.0,0.0,0.0,0.0,-2.0
1724595378185143721,0.11663371324539185,-0.0,0.0,0.0,0.0,-2.0
1724595378202077445,0.12488976866006851,-0.0,0.0,0.0,0.0,-2.0
1724595378234737478,0.13314582407474518,-0.0,0.0,0.0,0.0,-2.0
1724595378241907182,0.12488976866006851,-0.0,0.0,0.0,0.0,-2.0
1724595378266359888,0.11663371324539185,-0.0,0.0,0.0,0.0,-2.0
1724595378281803379,0.12488976866006851,-0.0,0.0,0.0,0.0,-2.0
1724595378290406754,0.12488976866006851,-0.0,0.0,0.0,0.0,-1.5459166765213013
1724595378297977039,0.11663371324539185,-0.0,0.0,0.0,0.0,-1.5459166765213013
1724595378298121103,0.11663371324539185,-0.0,0.0,0.0,0.0,-1.0
1724595378305604668,0.11663371324539185,-0.0,0.0,0.0,0.0,-0.32195425033569336
1724595378313786213,0.12488976866006851,-0.0,0.0,0.0,0.0,-0.32195425033569336
1724595378313834807,0.12488976866006851,-0.0,0.0,0.0,0.0,-0.32195425033569336
1724595378314289398,0.12488976866006851,-0.0,0.0,0.0,0.0,0.0
1724595378338059645,0.11663371324539185,-0.0,0.0,0.0,0.0,0.0
1724595378344866791,0.12488976866006851,-0.0,0.0,0.0,0.0,0.0
1724595378354307316,0.13314582407474518,-0.0,0.0,0.0,0.0,0.0
1724595378405091249,0.13314582407474518,-0.0,0.0,0.0,0.0,0.0
1724595378420380362,0.14140188694000244,-0.0,0.0,0.0,0.0,0.0
1724595378475095144,0.14140188694000244,-0.0,0.0,0.0,0.0,0.0
1724595378491218646,0.1496579498052597,-0.0,0.0,0.0,0.0,0.0
1724595378505196591,0.15791401267051697,-0.0,0.0,0.0,0.0,0.0
1724595378514045439,0.1744261234998703,-0.0,0.0,0.0,0.0,0.0
1724595378521163059,0.18268218636512756,-0.0,0.0,0.0,0.0,0.0
1724595378530374726,0.20745036005973816,-0.0,0.0,0.0,0.0,0.0
1724595378537963292,0.24873065948486328,-0.0,0.0,0.0,0.0,0.0
1724595378546066033,0.2734988331794739,-0.0,0.0,0.0,0.0,0.0
1724595378554045075,0.29826703667640686,-0.0,0.0,0.0,0.0,0.0
1724595378562296360,0.30652308464050293,-0.0,0.0,0.0,0.0,0.0
1724595378570623793,0.314779132604599,-0.0,0.0,0.0,0.0,0.0
1724595378577520785,0.32303521037101746,-0.0,0.0,0.0,0.0,0.0
1724595378584977161,0.3312912583351135,-0.0,0.0,0.0,0.0,0.0
1724595378654169063,0.3312912583351135,-0.0,0.0,0.0,0.0,0.0
1724595378708645090,0.3312912583351135,-0.0,0.0,0.0,0.0,0.0
1724595378722386781,0.32303521037101746,-0.0,0.0,0.0,0.0,0.0
1724595378738173142,0.314779132604599,-0.0,0.0,0.0,0.0,0.0
1724595378755212129,0.30652308464050293,-0.0,0.0,0.0,0.0,0.0
1724595378770001286,0.29826703667640686,-0.0,0.0,0.0,0.0,0.0
1724595378778258301,0.2900109589099884,-0.0,0.0,0.0,0.0,0.0
1724595378833958932,0.2900109589099884,-0.0,0.0,0.0,0.0,0.0
1724595378885882103,0.2900109589099884,-0.0,0.0,0.0,0.0,0.0
